CL:0000000	cell
UBERON:4200045	articular surface for the astragalus on the calcaneum
UBERON:4200046	astragalo-calcaneal canal
UBERON:4200047	attachment site
UBERON:4200048	bicipital crest
UBERON:4200049	cartilago sesamoides
UBERON:4200050	cotyla
UBERON:4200051	cotyloid notch
UBERON:4200052	crista tibiofibularis
UBERON:4200053	diphycercal tail
UBERON:4200054	heterocercal tail
UBERON:4200055	homocercal tail
UBERON:4200056	hypocercal tail
UBERON:4200060	ectepicondylar foramen
UBERON:4200061	epicercal tail
UBERON:4200062	epichordal lepidotrichium
UBERON:4200063	ectocondylar tubercle
UBERON:4200068	prepubic element
UBERON:4200069	sternal keel
UBERON:4200070	median fin spine
UBERON:4200075	fin spine
UBERON:4200076	trunk armor pectoral fenestra
UBERON:4200078	clavicular facet
UBERON:4200079	dorsal iliac process
UBERON:4200080	fibular crest
UBERON:4200081	hypocleideum
UBERON:4200083	postaxial centrale
UBERON:4200084	preaxial centrale
UBERON:4200086	iliac neck
UBERON:4200087	iliac peduncle
UBERON:4200088	iliac peduncle of the pubis
UBERON:4200089	fibular facet of the calcaneum
UBERON:4200090	fibular facet of the astragalus
UBERON:4200091	ethomosphenoid region
UBERON:4200092	flexor tubercle of ungual
UBERON:4200093	guard scale
UBERON:4200094	inner digits of hand
UBERON:4200095	infraspinous process
UBERON:4200096	intercondylar fossa
UBERON:4200097	intermediate spine
UBERON:4200098	ischial foot
UBERON:4200099	lateral extrascapular
UBERON:4200100	latissimus dorsi process
UBERON:4200101	m.scapulotriceps
UBERON:4200102	median dorsal plate
UBERON:4200103	median extrascapular
UBERON:4200104	metacarpal extensor pit
UBERON:4200105	nerve foramen
UBERON:4200106	muscle scar
UBERON:4200107	obturator process of ischium
UBERON:4200108	outer digit of hand
UBERON:4200109	outer digits of pes
UBERON:4200110	prepectoral spine
UBERON:4200111	prepelvic fin spine
UBERON:4200112	prepectoral space
UBERON:4200113	predorsal scute
UBERON:4200114	prepubic process
UBERON:4200115	presupracleithrum
UBERON:4200116	pteroid
UBERON:4200117	pubic boot
UBERON:4200118	pubic peduncle
UBERON:4200119	pubis-ischium contact
UBERON:4200120	puboischiadic plate
UBERON:4200121	puboischiotibialis muscle
UBERON:4200122	pubotibialis
UBERON:4200123	scapular process
UBERON:4200124	sternal trabecula
UBERON:4200125	supraacetabular crest
UBERON:4200126	supraacetabular rim
UBERON:4200127	suprascapula foramen
UBERON:4200128	synarcual region of vertebral column
UBERON:4200129	synarcual region
UBERON:4200130	tibial facet of astragalus
UBERON:4200131	trochanteric shelf
UBERON:4200132	tuber
UBERON:4200133	crest
UBERON:4200134	antimere
UBERON:4200135	puboischiadic bar
UBERON:4200136	triphycercal tail
UBERON:4200139	palatoquadrate element
UBERON:4200140	prepollical element
UBERON:4200141	prehallical element
UBERON:4200150	accessory foramen
UBERON:4200151	toe disc
UBERON:4200152	intertarsale sesamoid
UBERON:4200153	metatarsal bone of digit 6
UBERON:4200154	metapodium bone 6
UBERON:4200155	metapodium bone 7
UBERON:4200156	metapodium bone 8
UBERON:4200157	metatarsal bone of digit 7
UBERON:4200158	metatarsal bone of digit 8
UBERON:4200159	ventral ridge system
UBERON:4200160	mesomere (fin)
UBERON:4200161	mesomere 5
UBERON:4200162	mesomere 4
UBERON:4200165	basal scute
UBERON:4200166	hindlimb interepipodial space
UBERON:4200167	mesial pelvic ridge
UBERON:4200169	process 2
UBERON:4200170	process 3
UBERON:4200171	process 4
UBERON:4200172	neck of humerus
UBERON:4200173	dorsal ridge
UBERON:4200174	distal condyle of humerus
UBERON:4200175	supraglenoid region
UBERON:4200176	ascending process of clavicle
UBERON:4200177	supracondyle tubercle
UBERON:4200178	proximal mesomere
UBERON:4200179	manual claw
UBERON:4200180	semilunate carpal
UBERON:4200181	astragalus head
UBERON:4200182	lateral tubercle of astragalus
UBERON:4200183	bicipital tuberosity
UBERON:4200184	ulnar tuberosity
UBERON:4200185	entepicondyle fossa
UBERON:4200186	distal keel of metacarpal III
UBERON:4200188	manual toe disc
UBERON:4200189	pedal toe disc
UBERON:4200190	zygosphene
UBERON:4200192	ulnar facet of the humerus
UBERON:4200193	posterodorsal process of ilium
UBERON:4200194	intercentrum
UBERON:4200195	pleurocentrum
UBERON:4200196	atlas intercentrum
UBERON:4200197	anterior humeral ridge
UBERON:4200198	incisor process
UBERON:4200199	sallet sensory system
UBERON:4200203	humeral facet on the ulna
UBERON:4200204	humeral facet on radius
UBERON:4200206	internal rim of coracoid foramen
UBERON:4200207	external rim of the coracoid foramen
UBERON:4200208	pectoral fin intermediate radial bone
UBERON:4200209	postaxial process of the ulnare
UBERON:4200210	postaxial process of the femur
UBERON:4200211	postaxial process of the fibula
UBERON:4200212	pectoral process of humerus
UBERON:4200213	deltoid process
UBERON:4200214	epipodial facet
UBERON:4200215	suture
UBERON:4200216	fibula facet of femur
UBERON:4200217	tibial facet of femur
UBERON:4200218	musculotendinous bundle
UBERON:4200219	middle phalanx of manual digit 1
UBERON:4200220	iliac ramus
UBERON:4200221	growth line
UBERON:4200222	distal groove of humerus
UBERON:4200223	foramen C
UBERON:4200224	columnar area
UBERON:4200225	scapulohumeralis muscle
UBERON:4200226	anteroventral process of cleithrum
UBERON:4200228	excurrent foramen of ectepicondylar foramen
UBERON:4200229	incurrent foramen of ectepicondylar foramen
UBERON:4200230	surface of bone
UBERON:4200231	unfinished bone surface
UBERON:4200232	finished bone surface
UBERON:4200233	dorsal clavicular process
UBERON:4200234	precoronoid bone
UBERON:4200235	postcoronoid bone
UBERON:4200236	anterior coronoid bone
UBERON:4200237	posterior coronoid bone
UBERON:4200238	coronoid fang
UBERON:4200239	shagreen tooth field
UBERON:4200240	fronto-ethmoidal shield
UBERON:4200241	postrostral bone
UBERON:4200242	median postrostral bone
UBERON:4200243	surangular pit line
UBERON:4200244	anterior supraorbital bone
UBERON:4200245	parasymphysial plate
UBERON:4200246	mesial parasymphysial foramen
UBERON:4200247	lateral parasymphysial foramen
UBERON:4200248	hypophysial region
UBERON:4200250	meckelian bone
UBERON:4200251	meckelian foramen
UBERON:4300002	palatine prong
UBERON:4300003	urodermal bone
UBERON:4300004	scale pocket
UBERON:4300005	aphakic space
UBERON:4300006	scale row
UBERON:4300007	medial pelvic process
UBERON:4300008	epipleural series
UBERON:4300012	clavus
UBERON:4300013	paired fin radial skeleton
UBERON:4300014	dorsal cleithrum
UBERON:4300015	ventral cleithrum
UBERON:4300016	pelvic cartilage
UBERON:4300017	rostrodermethmoid
UBERON:4300018	ventral marginal cartilage
UBERON:4300019	dorsal fin basal cartilage (elasmobranchs)
UBERON:4300020	anal fin basal cartilage
UBERON:4300021	anterolateral plate
UBERON:4300022	anteroventral plate
UBERON:4300023	interolateral plate
UBERON:4300024	spinal plate
UBERON:4300025	posterior dorsolateral plate
UBERON:4300026	anterior ventrolateral plate
UBERON:4300028	posterior ventrolateral plate
UBERON:4300029	dermal neck joint
UBERON:4300030	flexor caudalis muscle
UBERON:4300031	fin web
UBERON:4300032	posterior dorsal fin basal cartilage (elasmobranchs)
UBERON:4300033	anterior dorsal fin basal cartilage (elasmobranchs)
UBERON:4300034	antorbital cartilage
UBERON:4300035	supraneural element
UBERON:4300036	supraneural cartilage
UBERON:4300037	bony fin ray
UBERON:4300038	facet
UBERON:4300081	mesopterygium element
UBERON:4300082	metapterygium element
UBERON:4300083	propterygium element
UBERON:4300087	mesopterygium bone
UBERON:4300088	metapterygium bone
UBERON:4300089	propterygium bone
UBERON:4300090	X bone
UBERON:4300091	Y bone
UBERON:4300092	mesocoracoid element
UBERON:4300096	anal fin pterygiophore 1
UBERON:4300097	anal fin spine 1
UBERON:4300098	anal fin spine 2
UBERON:4300101	dorsal fin ceratotrichial spine (elasmobranchs)
UBERON:4300102	postcleithral scale
UBERON:4300103	rudimentary pectoral fin ray
UBERON:4300104	ectocoracoid bone
UBERON:4300105	caudal vertebra 1
UBERON:4300106	ventral limb of posttemporal
UBERON:4300108	lepidotrichial segment
UBERON:4300109	proximal segment of caudal ray
UBERON:4300110	lateral ethmoid cartilage
UBERON:4300111	lateral ethmoid element
UBERON:4300112	distal segment of caudal ray
UBERON:4300114	pelvic sucking disc
UBERON:4300115	sucking disc
UBERON:4300116	dorsal fin ray
UBERON:4300117	pelvic fin ray
UBERON:4300119	glenoid region
UBERON:4300120	spinous region of dorsal fin
UBERON:4300121	zygantrum
UBERON:4300123	pre-axial region
UBERON:4300124	axis intercentrum
UBERON:4300125	dorsal iliac ridge
UBERON:4300126	tectorial restraint system
UBERON:4300127	nuchal crest
UBERON:4300128	sacral rib
UBERON:4300129	dorsal pelvic gland
UBERON:4300130	lateral pelvic gland
UBERON:4300132	glossopharyngeal nerve foramen
UBERON:4300133	upper jaw symphyseal region
UBERON:4300134	lateral commissure
UBERON:4300135	upper jaw symphyseal tooth
UBERON:4300137	lingual region
UBERON:4300138	labial region
UBERON:4300139	posterolingual region
UBERON:4300140	mesial region
UBERON:4300142	internal carotid foramen
UBERON:4300143	anal fin radial skeleton
UBERON:4300144	profundus foramen
UBERON:4300147	pectoral fin base
UBERON:4300150	gill membrane
UBERON:4300151	pelvic intercleithral cartilage
UBERON:4300152	accessory nasal sac
UBERON:4300153	Sharpey's fiber
UBERON:4300154	procurrent spur
UBERON:4300155	pectoral splint
UBERON:4300156	anterodorsal crest
UBERON:4300157	midshaft
UBERON:4300158	ectepicondylar depression
UBERON:4300172	pectoral fin bud
UBERON:4300173	pelvic fin bud
UBERON:4300174	actinopterygian pyloric caecum
UBERON:4300175	procumbent dorsal fin spine
UBERON:4300176	parietal branch of the supraorbital canal
UBERON:4300177	replacement tooth row
UBERON:4300178	inner tooth row of dentary
UBERON:4300179	inner tooth row of premaxilla
UBERON:4300180	isthmus
UBERON:4300181	posterior sclerotic cartilage
UBERON:4300182	anterior sclerotic cartilage
UBERON:4300184	neural spine 5
UBERON:4300185	neural spine 6
UBERON:4300186	neural spine 7
UBERON:4300187	buccopharyngeal complex
UBERON:4300188	terminal scale
UBERON:4300189	parapophysis 3
UBERON:4300190	claustrum element
UBERON:4300192	branched pelvic fin ray
UBERON:4300193	unbranched anal fin ray
UBERON:4300194	photophore
UBERON:4300195	rostral tubule
UBERON:4300196	processus descendens of sphenoid
UBERON:4300197	Westoll line
UBERON:4300198	epichordal radial
UBERON:4300199	postsplenial
UBERON:4300200	postparietal shield
UBERON:4300201	subepiotic fossa
UBERON:4300202	endoskeletal cranial joint
UBERON:4300203	tectum orbitale
UBERON:4300205	palato-maxillary ligament
UBERON:4300206	mandibulo-lacrimal ligament
UBERON:4300207	submandibular bone
UBERON:4300208	submandibular series
UBERON:4300209	palato-vomerine ligament
UBERON:4300210	transversus epibranchialis 2
UBERON:4300211	lateral plate
UBERON:4300212	acrodin
UBERON:4300213	supraneural 1 element
UBERON:4300214	supraneural 2 element
UBERON:4300215	supraneural 3 element
UBERON:4300216	supraneural 4 element
UBERON:4300217	supraneural 5 element
UBERON:4300218	supraneural 6 element
UBERON:4300219	supraneural 7 element
UBERON:4300220	supraneural 8 element
UBERON:4300221	supraneural 9 element
UBERON:4300222	axilar scale
UBERON:4300223	precaudal vertebra
UBERON:4300224	precaudal vertebra endochondral element
UBERON:4300225	precaudal vertebra cartilage element
UBERON:4300226	forelimb bud mesenchyme
UBERON:4300227	hindlimb bud mesenchyme
UBERON:4300228	pectoral fin bud mesenchyme
UBERON:4300229	pelvic fin bud mesenchyme
UBERON:4300230	forelimb wing bud
UBERON:4300231	forelimb wing bud mesenchyme
UBERON:4300233	mammiliform tooth
UBERON:4300234	scale sheath
UBERON:4300235	spinoid scale
UBERON:4300236	rib of vertebra 7
UBERON:4300237	rib of vertebra 8
UBERON:4300238	pored lateral line scale
UBERON:4300239	hind flipper
UBERON:4300240	rostral ossicle
UBERON:4300241	ethmoid commissure
UBERON:4300242	lateral line scale 6
UBERON:4300243	premaxillary tooth 2
UBERON:4300244	premaxillary tooth 3
UBERON:4300246	dentary tooth 2
UBERON:4300247	dentary tooth 3
UBERON:4300248	fused hypural 1 and 2
UBERON:4300249	lateral occipital foramen
UBERON:4300250	ventral caudal procurrent ray 3
UBERON:4300251	ventral caudal procurrent ray 4
UBERON:4300252	ethmo-palatine cartilage
UBERON:4400000	metapterygium cartilage
UBERON:4400001	ceratotrichium
UBERON:4400005	fin ray
UBERON:4400006	elastoidin fin ray
UBERON:4400007	camptotrichium
UBERON:4440008	fin radial skeleton
UBERON:4440009	pectoral fin radial skeleton
UBERON:4440010	pelvic fin radial skeleton
UBERON:4440011	paired fin lepidotrichium
UBERON:4500002	upper uroneural
UBERON:4500003	predorsal scale
UBERON:4500004	adipose fin skeleton
UBERON:4500005	prenasal ossicle
UBERON:4500006	anal fin ray
UBERON:4500007	pectoral fin ray
UBERON:4500008	median fin lepidotrichium
UBERON:4500009	paired fin spine
UBERON:4500010	unbranched pectoral fin ray
UBERON:4500011	unbranched pelvic fin ray
UBERON:4500012	hypobranchial series
UBERON:4500013	pharyngobranchial series
UBERON:4500014	basibranchial series
UBERON:5001463	manual digit 1 plus metapodial segment
UBERON:5001466	pedal digit plus metapodial segment
UBERON:5002389	manual digit plus metapodial segment
UBERON:5002544	digit plus metapodial segment
UBERON:5003622	manual digit 2 plus metapodial segment
UBERON:5003623	manual digit 3 plus metapodial segment
UBERON:5003624	manual digit 4 plus metapodial segment
UBERON:5003625	manual digit 5 plus metapodial segment
UBERON:5003631	pedal digit 1 plus metapodial segment
UBERON:5003632	pedal digit 2 plus metapodial segment
UBERON:5003633	pedal digit 3 plus metapodial segment
UBERON:5003634	pedal digit 4 plus metapodial segment
UBERON:5003635	pedal digit 5 plus metapodial segment
UBERON:5006048	digit 1 plus metapodial segment
UBERON:5006049	digit 2 plus metapodial segment
UBERON:5006050	digit 3 plus metapodial segment
UBERON:5006051	digit 4 plus metapodial segment
UBERON:5006052	digit 5 plus metapodial segment
UBERON:5011981	manual digit 6 plus metapodial segment
UBERON:5011982	manual digit 7 plus metapodial segment
UBERON:5011983	manual digit 8 plus metapodial segment
UBERON:5011984	pedal digit 6 plus metapodial segment
UBERON:5012137	pedal digit 7 plus metapodial segment
UBERON:5012138	pedal digit 8 plus metapodial segment
UBERON:5012260	alular digit plus metapodial segment
UBERON:5012261	manual major digit (Aves) plus metapodial segment
UBERON:5012262	manual minor digit (Aves) plus metapodial segment
UBERON:5101463	manual digit 1 digitopodial skeleton
UBERON:5101466	pedal digit digitopodial skeleton
UBERON:5102389	manual digit digitopodial skeleton
UBERON:5102544	individual digit of digitopodial skeleton
UBERON:5103622	manual digit 2 digitopodial skeleton
UBERON:5103623	manual digit 3 digitopodial skeleton
UBERON:5103624	manual digit 4 digitopodial skeleton
UBERON:5103625	manual digit 5 digitopodial skeleton
UBERON:5103631	pedal digit 1 digitopodial skeleton
UBERON:5103632	pedal digit 2 digitopodial skeleton
UBERON:5103633	pedal digit 3 digitopodial skeleton
UBERON:5103634	pedal digit 4 digitopodial skeleton
UBERON:5103635	pedal digit 5 digitopodial skeleton
UBERON:5106048	digit 1 digitopodial skeleton
UBERON:5106049	digit 2 digitopodial skeleton
UBERON:5106050	digit 3 digitopodial skeleton
UBERON:5106051	digit 4 digitopodial skeleton
UBERON:5106052	digit 5 digitopodial skeleton
UBERON:5111981	manual digit 6 digitopodial skeleton
UBERON:5111982	manual digit 7 digitopodial skeleton
UBERON:5111983	manual digit 8 digitopodial skeleton
UBERON:5111984	pedal digit 6 digitopodial skeleton
UBERON:5112137	pedal digit 7 digitopodial skeleton
UBERON:5112138	pedal digit 8 digitopodial skeleton
UBERON:5112260	alular digit digitopodial skeleton
UBERON:5112261	manual major digit (Aves) digitopodial skeleton
UBERON:5112262	manual minor digit (Aves) digitopodial skeleton
UBERON:6000000	germ layer derivative
UBERON:6000002	tagma
UBERON:6000004	insect head
UBERON:6000005	ocular segment
UBERON:6000006	head segment
UBERON:6000007	procephalic segment
UBERON:6000008	labral segment
UBERON:6000009	antennal segment
UBERON:6000011	gnathal segment
UBERON:6000014	labial segment
UBERON:6000015	insect thorax
UBERON:6000016	thoracic segment
UBERON:6000017	prothoracic segment
UBERON:6000018	mesothoracic segment
UBERON:6000019	metathoracic segment
UBERON:6000020	insect abdomen
UBERON:6000021	insect abdominal segment
UBERON:6000029	abdominal segment 8
UBERON:6000030	abdominal segment 9
UBERON:6000046	dorsal appendage
UBERON:6000094	clypeo-labral anlage in statu nascendi
UBERON:6000096	ventral furrow
UBERON:6000097	cephalic furrow
UBERON:6000104	mesoderm anlage
UBERON:6000112	dorsal ectoderm
UBERON:6000119	anterior ectoderm
UBERON:6000128	trunk mesoderm
UBERON:6000130	visceral mesoderm
UBERON:6000131	mesodermal crest
UBERON:6000132	mesodermal crest of segment T3
UBERON:6000137	embryonic tagma
UBERON:6000154	embryonic segment
UBERON:6000157	embryonic head segment
UBERON:6000158	embryonic procephalic segment
UBERON:6000160	embryonic antennal segment
UBERON:6000162	embryonic gnathal segment
UBERON:6000165	embryonic labial segment
UBERON:6000166	insect embryonic thorax
